Location,Address,Size of Billboard,Literacy Rate,Male,Female,Young,Middle Age,Old Age,Poor,Middle Class,Rich,Cost,Vehicle Count,Link
"Bandra West, 22358",Near Ticket Counter Bandra West,600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,70000,4250,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-22358
"Bandra West, 24791",Opposite Talao Bandra SV road ( Left hand Side ),40,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,93500,9660,https://www.themediaant.com/outdoor/hoarding-bandra-mumbai-24791
"Bandra West, 37019","Beside State Bank Of India, Bandra West Towards Reclamation (Right Hand Side)",1200,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,210000,7950,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37019
"Bandra West, 28122","Opposite Indian Bank, Khar Sv Road Railway Colony",40,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,23500,7890,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-28122
"Bandra West, 28106",Motimahal Tawa Hotel,72,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,7550,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-28452
"Bandra West, 28527",Motimahal Tawa Hotel,80,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,7610,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-28454
"Bandra East, 36801","Near Indian Oil Corporation Limited, Traffic From Kherwadi Towards Reclamation(Right Hand Side)",1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,257000,8290,https://www.themediaant.com/outdoor/hoarding-bandra-east-mumbai-36801
"Bandra West, 36797","Beside Shri Vitthal Rukmini Mandir, Traffic From Chinaiwadi Towards Reclamation (Right Hand Side)",360,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,47000,5640,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-36797
"Bandra West, 37132","Near Jari Mata Temple, Traffic from Lucky Restaurant junction towards Linking Road - SV Road Junction ( Left Hand Side )",620,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,140000,7560,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37132
"Bandra West, 37018","Beside State Bank Of India, Bandra West Towards Reclamation (Right Hand Side)",600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,152000,7680,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37018
"Bandra West, 37706","Near Bank Of Baroda, Traffic From Bandra West Towards Kherwadi (Right Hand Side)",1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,409000,8940,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37706
"Bandra West, 37707","Near Bank Of Baroda, Traffic From Kherwadi Towards Bandra West (Right Hand Side)",1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,409000,8840,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37707
"Bandra West, 36796","Beside Shri Vitthal Rukmini Mandir, Traffic From Chinaiwadi Towards Reclamation (Right Hand Side)",360,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,47000,5600,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-36796
"Bandra West, 37133","Near Jari Mata Temple, Traffic from Linking Road - SV Road Junction junction towards Lucky Restaurant junction ( Right Hand Side )",620,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,140000,7550,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37133
"Bandra West, 37134","Near Bank of Baroda, Traffic from Linking Road towards Turner Junction ( Right Hand Side )",200,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,58000,5730,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37134
"Bandra West, 36977","Opposite Parekh Eye Hospital, Traffic From Bandra Kurla Complex Towards Bandra West (Right Hand Side)",60,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,47000,8430,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-36977
"Bandra West, 36795","Beside Shri Vitthal Rukmini Mandir, Traffic From Chinaiwadi Towards Reclamation (Right Hand Side)",800,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,70000,5890,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-36795
"Bandra West, 23176",Mahim Causeway Junction : Two Views traffic coming from Mahim causeway facing Evening traffic & WEH from Airport facing Morning traffic.,1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,467000,9340,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-23176
"Bandra West, 28500","Bandstand, Ahead of Mannat Bungalow Towards Taj Lands End",80,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,7590,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-28500
"Bandra West, 37120","On WEH, Traffic from Worli Sea Link towards Bandra ( Right Hand Side )",1640,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,350000,8560,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37120
"Bandra West, 16932","Oposite ICICI Bank, Khar Linking Road",1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,76000,5900,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-16932
"Bandra West, 23177",Mahim Causeway Junction : Facing traffic coming from Bandra Sv Road moving towards Mahim Causeway & Worli Sea Link .,1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,152000,7650,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-23177
"Bandra West, 24790","Near Petrol Pump, Bandra S.V.Road Opposite Bandra Masjid",870,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,105000,7230,https://www.themediaant.com/outdoor/hoarding-bandra-mumbai-24790
"Bandra West, 23174","Bandra : S.V.Road, Behind Fire Brigade,Traffic From Mahim Causeway to Bandra",600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,64500,5780,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-23174
"Bandra West, 23173","Bandra : S.V Rd, Bandra, Opp Mosque, Traffic from Bandra to Mahim Causeway",400,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,35000,4790,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-23173
"Bandra West, 17277","Bandra Bandstand, B.J.Road, Traffic Towards Father Angel ashram",183,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,23500,6840,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-17277
"Bandra West, 37114","On WEH, Traffic from Worli Sea Link going towards Bandra ( Left Hand Side )",1681,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,280000,8320,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37114
"Bandra West, 23172","Bandra : S.V Rd, Opp Bandra Mosque, Traffic from Mahim Causeway to Bandra",400,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,93500,7100,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-23172
"Bandra West, 37135","Opposite KFC, Linking Road, Traffic from Linking Road towards Turner Junction ( Right Hand Side )",300,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,40000,4950,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37135
"Bandra West, 37239","Near Bandra Fire Station, Traffic From Kherwadi Towards Tabela (Left Hand Side)",1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,584000,9560,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37239
"Bandra West, 23171","Bandra : S.V.Rd,Opposite Lucky Restaurant, Facing traffic from Bandra towards Khar",400,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,47000,5590,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-23171
"Bandra West, 36792","Opposite Bandra Masjid Near Petrol Pump, S.V.Road Bandra, Traffic From Reclamation Towards Chinaiwadi (Left Hand Side)",855,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,105000,7250,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-36792
"Bandra East, 36803","Near Indian Oil Corporation Limited, Traffic From Kherwadi Towards Reclamation(Right Hand Side)",2025,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,210000,8100,https://www.themediaant.com/outdoor/hoarding-bandra-east-mumbai-36803
"Bandra West, 37130","Near Jama Masjid, Traffic from Bandra Sea Link towards Mahim ( Left Hand Side )",400,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,82000,6980,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37130
"Bandra West, 37243","Near Bandra Fire Station, Traffic From Kherwadi Towards Reclamation (Left Hand Side)",3060,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,817000,9920,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37243
"Bandra West, 37238","Near Bandra Fire Station, Traffic From Kherwadi Towards Tabela (Left Hand Side)",1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,514000,9520,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37238
"Bandra West, 37121","On WEH, Traffic from Worli Sea Link towards Bandra ( Right Hand Side )",1640,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,350000,8580,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37121
"Bandra West, 37116","On WEH, Traffic from Worli Sea Link towards Bandra ( Left Hand Side )",1681,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,280000,8360,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37116
"Bandra West, 37129","Near Jama Masjid, Traffic from Khar towards Bandra Sea Link ( Left Hand Side )",400,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,82000,7000,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37129
"Bandra West, 37118","On WEH, Traffic from Worli Sea Link towards Bandra ( Left Hand Side )",1681,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,280000,8300,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37118
"Bandra West, 37123","On WEH, Traffic from Kalanagar flyover towards Sea Link ( Right Hand Side )",1640,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,420000,9380,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37123
"Bandra West, 37131","Near Lucky Restaurant, Traffic from Bandra Police Station towards Jama Masjid ( Right hand Side )",400,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,82000,7050,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37131
"Bandra West, 48432",Outside Saga Departmental Shop - MW 0090,250,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,33000,4760,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-48432
"Bandra West, 36794","Beside Bandra Bus Depot, Opposite Bandra Masjid, S.V.Road, Traffic From Reclamation Towards Bandra West (Right Hand Side)",575,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,59000,5760,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-36794
"Bandra West, 36976","Opposite Bandra Fire Station, Traffic From Bandra West Towards Dadar (Right Hand Side)",84,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,47000,8420,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-36976
"Bandra West, 37113","On WEH, Traffic from Worli Sea Link going towards Bandra ( Left Hand Side )",1681,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,280000,8280,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37113
"Bandra West, 37115","On WEH, Traffic from Worli Sea Link going towards Bandra ( Left Hand Side )",1681,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,280000,8300,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37115
"Bandra West, 37117","On WEH, Traffic from Worli Sea Link towards Bandra ( Left Hand Side )",1681,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,280000,8290,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37117
"Bandra West, 48411",OppositeHoly family Hospital Opposite Harsh Bekry - MW 0048,250,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,4320,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-48411
"Bandra West, 36793","Beside Bandra Bus Depot, Opposite Bandra Masjid, S.V.Road, Traffic From Reclamation Towards Bandra West (Right Hand Side)",625,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,59000,5800,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-36793
"Bandra West, 37119","On WEH, Traffic from Worli Sea Link towards Bandra ( Left Hand Side )",1681,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,280000,8320,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37119
"Bandra West, 37122","On WEH, Traffic from Kalanagar flyover towards Sea Link ( Left Hand Side )",1640,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,420000,9340,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37122
"Bandra East, 36978","Near Indian Oil Corporation Limited, Traffic From Bandra Kurla Complex Towards Reclamation (Right Hand Side)",128,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,47000,8380,https://www.themediaant.com/outdoor/hoarding-bandra-east-mumbai-36978
"Bandra West, 37235","Near Bandra Fire Station, Traffic From Bandra East Towards Reclamation (Right Hand Side)",1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,327000,8620,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37235
"Bandra West, 37236","Near Bandra Fire Station, Traffic From Bandra East Towards Reclamation (Right Hand Side)",1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,397000,8890,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37236
"Bandra West, 37395","Near State Bank Of India, Traffic From Khar West Towards Reclamation (Right Hand Side)",400,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,76000,6830,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37395
"Bandra West, 48412",O /S Police Station / Outside BMC Office / Near Bhabha Hospital - MW 0050,250,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,33000,4620,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-48412
"Bandra West, 37242","Near Bandra Fire Station, Traffic From Reclamation Towards Kherwadi (Left Hand Side)",2025,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,700000,9700,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37242
"Bandra West, 28528",Motimahal Tawa Hotel,72,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,7560,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-28528
"Bandra West, 28453",Motimahal Tawa Hotel,80,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,7590,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-28453
"Bandra West, 28501",Motimahal Tawa Hotel,80,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,7600,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-28501
"Bandra West, 28452",Motimahal Tawa Hotel,72,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,7510,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-28452
"Bandra West, 28499",Outside Saga,80,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,7550,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-28499
"Bandra , 17278","Bandra, Carter Road, Traffic Towards Rizvi Complex",154,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,23500,7820,https://www.themediaant.com/outdoor/bus-shelter-pali-hill-mumbai-17278
"Bandra West, 28500","Bandstand, Ahead of Mannat Bungalow Towards Taj Lands End",80,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,7600,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-28500
"Bandra West, 17277","Bandra Bandstand, B.J.Road, Traffic Towards Father Angel ashram",183,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,23500,7850,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-17277
"Bandra West, 28455","Sister Bungalow, Bandstand, Opposite Barista",80,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,19000,7620,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-28455
"Bandra, 24803","Above Citywalk, Linking Road Khar ( Right Hand Side )",600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,134500,7550,https://www.themediaant.com/outdoor/hoarding-linking-road-mumbai-24803
"Bandra West, 37238","Near Bandra Fire Station, Traffic From Kherwadi Towards Tabela (Left Hand Side)",1600,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,514000,9520,https://www.themediaant.com/outdoor/hoarding-bandra-west-mumbai-37238
"Bandra West, 48563","near HSBC ATM,Diagonally OppositeKotak Mahindra Bank - MW 0076",200,91.6,52.6,47.4,50,41,9,40.8,12.3,46.9,6500,5320,https://www.themediaant.com/outdoor/bus-shelter-bandra-west-mumbai-48563
"Borivali East, 37194",Borivali on WEH RHS,800,92.9,50.15,49.85,45,49.8,5.2,58,27,15,35000,4810,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-37194
"Borivali East, 36884",Beside Borivali Police Station,600,92.9,50.15,49.85,45,49.8,5.2,58,27,15,47000,5100,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-36884
"Borivali West, 37494","Beside Janta Bank, Traffic From Borivali West Towards Poisar",100,92.9,50.15,49.85,45,49.8,5.2,58,27,15,24000,4700,https://www.themediaant.com/outdoor/hoarding-borivali-west-mumbai-37494
"Borivali West, 37191","Borivali Flyover, Traffic From Borivali East Towards Borivali West",400,92.9,50.15,49.85,45,49.8,5.2,58,27,15,53000,5890,https://www.themediaant.com/outdoor/hoarding-borivali-west-mumbai-37191
"Borivali East, 36888","Beside Microzyme, Traffic From Ashok Van Towards Devipada",800,92.9,50.15,49.85,45,49.8,5.2,58,27,15,35000,5150,https://www.themediaant.com/outdoor/hoarding-borivali-east-mumbai-36888
